TF (knockdown),Gene Symbol,Logratio(log10),Fold change
Esrrb,Gm1851,0.7465,5.578
Esrrb,Jph2,0.7459,5.57
Esrrb,1110030E23Rik,0.7432,5.536
Esrrb,Myo15,0.7431,5.534
Esrrb,Prf1,0.7431,5.534
Esrrb,P2rx6,0.7423,5.524
Esrrb,Lhx9,0.742,5.52
Esrrb,6030468B19Rik,0.7419,5.519
Esrrb,Bhlhb3,0.7401,5.496
Esrrb,Rgs4,0.7383,5.473
Esrrb,Synpo2l,0.7331,5.408
Esrrb,Serpinb9e,0.7311,5.383
Esrrb,9530026F06Rik,0.7307,5.378
Esrrb,Nespas,0.7304,5.375
Esrrb,Csrp1,0.7273,5.337
Esrrb,A130090K04Rik,0.7266,5.328
Esrrb,4930405L22Rik,0.723,5.284
Esrrb,Msx1,0.7207,5.256
Esrrb,Dusp8,0.7206,5.255
Esrrb,Cyr61,0.7204,5.252
Esrrb,Krt8,0.7199,5.246
Esrrb,Gm317,0.718,5.223
Esrrb,Hmgb1l,0.718,5.223
Esrrb,Tagln,0.7176,5.219
Esrrb,Zfp179,0.7174,5.216
Esrrb,Mlf1,0.7153,5.191
Esrrb,Cldn18,0.7125,5.158
Esrrb,Ppbp,0.7104,5.133
Esrrb,C1qtnf2,0.7095,5.122
Esrrb,LOC435592,0.7088,5.114
Esrrb,Clec4b2,0.7082,5.107
Esrrb,Cyp3a11,0.7041,5.059
Esrrb,Tspan32,0.7017,5.031
Esrrb,EG406223,0.7011,5.024
Esrrb,LOC629424,0.7004,5.016
Esrrb,Psg-ps1,0.7,5.011
Esrrb,Tmprss2,0.7,5.011
Esrrb,H2-M10.5,0.6998,5.009
Esrrb,Plac1,0.6991,5.001
Esrrb,LOC634333,0.6983,4.992
Esrrb,LOC435638,0.6959,4.964
Esrrb,LOC545104,0.6954,4.959
Esrrb,D7Ertd602e,0.6912,4.911
Esrrb,T2,0.6911,4.91
Esrrb,EG625835,0.6901,4.898
Esrrb,Gata3,0.6901,4.898
Esrrb,Ereg,0.6893,4.889
Esrrb,9430099N05Rik,0.6889,4.885
Esrrb,4930480M12Rik,0.6874,4.868
Esrrb,4930543N07Rik,0.6873,4.867
Esrrb,Dspp,0.6871,4.865
Esrrb,Rhob,0.6869,4.862
Esrrb,Rag1,0.6854,4.846
Esrrb,BC051076,0.685,4.841
Esrrb,LOC435542,0.6849,4.84
Esrrb,Gm889,0.6849,4.84
Esrrb,Pik3ip1,0.683,4.819
Esrrb,Hoxa13,0.6818,4.806
Esrrb,LOC433335,0.6809,4.796
Esrrb,Agpat9,0.6767,4.75
Esrrb,1700092K14Rik,0.6767,4.75
Esrrb,Csrp3,0.6746,4.727
Esrrb,Hsd17b13,0.674,4.72
Esrrb,4933407P14Rik,0.6739,4.719
Esrrb,C630007B19Rik,0.6732,4.711
Esrrb,Krt7,0.6727,4.706
Esrrb,EG328191,0.6722,4.701
Esrrb,Gsn,0.6711,4.689
Esrrb,Gm250,0.6703,4.68
Esrrb,BC106175,0.6686,4.662
Esrrb,1700026N04Rik,0.6678,4.653
Esrrb,4930402F06Rik,0.6645,4.618
Esrrb,2200001K16Rik,0.6645,4.618
Esrrb,BC052055,0.6644,4.617
Esrrb,1700016L21Rik,0.6639,4.612
Esrrb,Aanat,0.6632,4.604
Esrrb,Klrg1,0.6619,4.59
Esrrb,1700011H22Rik,0.6614,4.585
Esrrb,4933438A12Rik,0.6612,4.583
Esrrb,LOC621647,0.6597,4.567
Esrrb,Higd1c,0.6589,4.559
Esrrb,Adcy10,0.6584,4.554
Esrrb,LOC546883,0.658,4.549
Esrrb,Trpt1,0.6573,4.542
Esrrb,EG432448,0.656,4.528
Esrrb,C130040N14Rik,0.6545,4.513
Esrrb,Slc8a3,0.6534,4.501
Esrrb,A930016O22Rik,0.6524,4.491
Esrrb,9030409C19Rik,0.652,4.487
Esrrb,Timp3,0.6519,4.486
Esrrb,LOC433120,0.6514,4.481
Esrrb,Defb28,0.6511,4.478
Esrrb,Serpinb9f,0.6505,4.471
Esrrb,LOC673499,0.6498,4.464
Esrrb,4933400L20Rik,0.6492,4.458
Esrrb,Olfr433,0.6487,4.453
Esrrb,4732474O15Rik,0.647,4.436
Esrrb,Mrgprb4,0.6452,4.417
Esrrb,EG330513,0.6445,4.41
Esrrb,Kir3dl1,0.6442,4.407
Esrrb,5430401F13Rik,0.6438,4.403
Esrrb,Fhl2,0.6434,4.399
Esrrb,Gadd45g,0.6432,4.397
Esrrb,2900089D17Rik,0.643,4.395
Esrrb,Gm1587,0.6429,4.394
Esrrb,1700012C15Rik,0.6426,4.391
Esrrb,Tmem190,0.6417,4.382
Esrrb,Eif2c5,0.6399,4.364
Esrrb,6030466F02Rik,0.6378,4.343
Esrrb,4833412C05Rik,0.6375,4.34
Esrrb,1600019K03Rik,0.6368,4.333
Esrrb,Htr2a,0.6361,4.326
Esrrb,Apoa1,0.6359,4.324
Esrrb,Gm414,0.6355,4.32
Esrrb,AV226208,0.6352,4.317
Esrrb,Rspo4,0.6349,4.314
Esrrb,Tcfap2b,0.6335,4.3
Esrrb,RP23-225D24.3,0.6328,4.293
Esrrb,Gata5,0.6312,4.277
Esrrb,Acta2,0.6312,4.277
Esrrb,Gm1606,0.6302,4.267
Esrrb,5330439B14Rik,0.6281,4.247
Esrrb,BC042782,0.6279,4.245
Esrrb,4932414J04Rik,0.627,4.236
Esrrb,Acsm4,0.6267,4.233
Esrrb,4930439D14Rik,0.6266,4.232
Esrrb,Pax2,0.6262,4.228
Esrrb,Jun,0.6262,4.228
Esrrb,Anxa3,0.6258,4.224
Esrrb,LOC638533,0.6255,4.221
Esrrb,Pfn3,0.6251,4.217
Esrrb,Ctgf,0.6247,4.214
Esrrb,LOC435840,0.6243,4.21
Esrrb,Grm5,0.6239,4.206
Esrrb,1810023F06Rik,0.6239,4.206
Esrrb,Klhl30,0.6228,4.195
Esrrb,Krt19,0.6222,4.189
Esrrb,Mdfi,0.6216,4.184
Esrrb,Pla2g2d,0.6208,4.176
Esrrb,Fgf2,0.6199,4.167
Esrrb,Ptx3,0.6191,4.16
Esrrb,LOC670007,0.6186,4.155
Esrrb,4930405J17Rik,0.6174,4.143
Esrrb,C1qtnf7,0.6171,4.14
Esrrb,LOC672847,0.617,4.139
Esrrb,Gm1580,0.6153,4.123
Esrrb,Wnt16,0.6149,4.12
Esrrb,Tcp10b,0.6146,4.117
Esrrb,Gm272,0.6143,4.114
Esrrb,6430550D23Rik,0.6143,4.114
Esrrb,Olfr545,0.6125,4.097
Esrrb,Gm1729,0.6125,4.097
Esrrb,A3galt2,0.6121,4.093
Esrrb,Plaur,0.6117,4.089
Esrrb,Nes,0.6112,4.085
Esrrb,Hand1,0.6109,4.082
Esrrb,Prss8,0.6104,4.077
Esrrb,Ptgs2,0.6095,4.069
Esrrb,LOC433703,0.6091,4.065
Esrrb,Loxl4,0.6088,4.062
Esrrb,Tulp4,0.6086,4.06
Esrrb,LOC436243,0.6079,4.054
Esrrb,1700015E13Rik,0.6064,4.04
Esrrb,Ela2,0.6063,4.039
Esrrb,C230030N03Rik,0.6058,4.034
Esrrb,Cntn6,0.6057,4.033
Esrrb,Serpinb9b,0.6049,4.026
Esrrb,8430431K14Rik,0.6044,4.021
Esrrb,Pde6c,0.6043,4.02
Esrrb,EG433281,0.6042,4.019
Esrrb,5330413D20Rik,0.6041,4.018
Esrrb,D1Ertd75e,0.6038,4.016
Esrrb,1700006F04Rik,0.6019,3.998
Esrrb,A330023F24Rik,0.6015,3.994
Esrrb,Eps8l1,0.6013,3.993
Esrrb,Tdpoz1,0.6008,3.988
Esrrb,LOC385472,0.6002,3.982
Esrrb,Vnn1,0.5998,3.979
Esrrb,5530400B01Rik,0.5997,3.978
Esrrb,Pde10a,0.5994,3.975
Esrrb,Krt4,0.5992,3.973
Esrrb,Tns4,0.5988,3.97
Esrrb,LOC627094,0.5983,3.965
Esrrb,Colec11,0.5982,3.964
Esrrb,2210020M01Rik,0.5975,3.958
Esrrb,St3gal1,0.5962,3.946
Esrrb,Mbl1,0.596,3.944
Esrrb,Cdkn1c,0.5959,3.943
Esrrb,Hmga2-ps1,0.5952,3.937
Esrrb,Amica1,0.5943,3.929
Esrrb,LOC269389,0.5943,3.929
Esrrb,Lyzl1,0.5939,3.925
Esrrb,Sema3c,0.5937,3.923
Esrrb,Flnc,0.5917,3.905
Esrrb,Cnn1,0.5916,3.904
Esrrb,Gm1177,0.5913,3.902
Esrrb,Ssxb1,0.59,3.89
Esrrb,Sept4,0.5894,3.885
Esrrb,EG574415,0.5885,3.877
Esrrb,EG231736,0.588,3.872
Esrrb,4933439K11Rik,0.5876,3.869
Esrrb,Slc9a7,0.5868,3.861
Esrrb,Galnt13,0.5866,3.86
Esrrb,Lingo4,0.5866,3.86
Esrrb,Atf3,0.586,3.854
Esrrb,Dmbt1,0.586,3.854
Esrrb,LOC380701,0.5841,3.837
Esrrb,Gfap,0.5841,3.837
Esrrb,Cpeb1,0.584,3.837
Esrrb,Krt6a,0.5838,3.835
Esrrb,C81184,0.5834,3.831
Esrrb,Tnfsf14,0.5824,3.822
Esrrb,2600010E01Rik,0.582,3.819
Esrrb,Rhox7,0.581,3.81
Esrrb,Cryab,0.5808,3.808
Esrrb,Tnfrsf14,0.5801,3.802
Esrrb,LOC435400,0.5794,3.796
Esrrb,Ddn,0.5784,3.787
Esrrb,Vgll3,0.578,3.784
Esrrb,Lrrk2,0.5755,3.762
Esrrb,Bin1,0.5754,3.761
Esrrb,Serpina3n,0.5738,3.748
Esrrb,Cplx2,0.5733,3.743
Esrrb,9130008F23Rik,0.572,3.732
Esrrb,Cdh11,0.5717,3.729
Esrrb,Htr7,0.5711,3.724
Esrrb,1700017L05Rik,0.5709,3.723
Esrrb,Masp1,0.5704,3.718
Esrrb,Prss27,0.5696,3.711
Esrrb,EG628779,0.5695,3.711
Esrrb,Clcn5,0.569,3.706
Esrrb,4930599A14Rik,0.5682,3.699
Esrrb,Anxa2,0.568,3.698
Esrrb,Il24,0.568,3.698
Esrrb,2010308F09Rik,0.5678,3.696
Esrrb,1700017N19Rik,0.5677,3.695
Esrrb,Ntng2,0.5674,3.693
Esrrb,Tex18,0.5673,3.692
Esrrb,Dusp5,0.5669,3.688
Esrrb,LOC380935,0.5661,3.682
Esrrb,1810053B23Rik,0.5648,3.671
Esrrb,Qrfp,0.5646,3.669
Esrrb,EG433662,0.5642,3.666
Esrrb,BC031361,0.5637,3.661
Esrrb,LOC546886,0.5636,3.661
Esrrb,Hoxa6,0.5634,3.659
Esrrb,Hspb8,0.5629,3.655
Esrrb,LOC639218,0.5628,3.654
Esrrb,LOC385094,0.5626,3.652
Esrrb,Gata2,0.5626,3.652
Esrrb,EG381070,0.5615,3.643
Esrrb,Ptrh1,0.5611,3.639
Esrrb,Ifne1,0.5605,3.634
Esrrb,Nbl1,0.56,3.63
Esrrb,Inhba,0.5592,3.624
Esrrb,1110008E08Rik,0.5592,3.624
Esrrb,Gsk3a,0.5588,3.62
Esrrb,Fv4,0.5585,3.618
Esrrb,Abcd2,0.5578,3.612
Esrrb,Grem2,0.5575,3.609
Esrrb,Sema5a,0.5567,3.603
Esrrb,Spata4,0.5567,3.603
Esrrb,Lgals7,0.5558,3.595
Esrrb,Tpm1,0.5556,3.594
Esrrb,Tacstd2,0.5555,3.593
Esrrb,Cd44,0.5547,3.586
Esrrb,Dsp,0.5539,3.58
Esrrb,LOC574405,0.5539,3.58
Esrrb,EG624918,0.5536,3.577
Esrrb,Plcd4,0.5533,3.575
Esrrb,Cntn1,0.553,3.572
Esrrb,Slc12a3,0.5529,3.571
Esrrb,Fabp4,0.5529,3.571
Esrrb,Perp,0.552,3.564
Esrrb,Wnt9a,0.5514,3.559
Esrrb,Gm536,0.5513,3.558
Esrrb,Gsdma3,0.5512,3.557
Esrrb,4930532I03Rik,0.5502,3.549
Esrrb,Lox,0.55,3.548
Esrrb,Ssxb10,0.5499,3.547
Esrrb,Gm1354,0.5498,3.546
Esrrb,S100a7a,0.5497,3.545
Esrrb,Cma2,0.5495,3.544
Esrrb,AI507597,0.5494,3.543
Esrrb,Degs2,0.5489,3.539
Esrrb,Tex24,0.5478,3.53
Esrrb,Lce1f,0.5477,3.529
Esrrb,Gm804,0.5471,3.524
Esrrb,Thbs1,0.5465,3.519
Esrrb,Tinagl,0.5462,3.517
Esrrb,Fosl1,0.5459,3.514
Esrrb,Plau,0.5443,3.501
Esrrb,Prg4,0.5438,3.497
Esrrb,Epsti1,0.5435,3.495
Esrrb,LOC677308,0.5428,3.489
Esrrb,Acta1,0.5425,3.487
Esrrb,Wnt3,0.5421,3.484
Esrrb,Slfn2,0.5417,3.48
Esrrb,Gm1867,0.5415,3.479
Esrrb,5830403M04Rik,0.5405,3.471
Esrrb,2310047D07Rik,0.5394,3.462
Esrrb,Cald1,0.5389,3.458
Esrrb,9530066K23Rik,0.5388,3.457
Esrrb,LOC232047,0.5387,3.457
Esrrb,Etohi8,0.5385,3.455
Esrrb,Actg2,0.5383,3.453
Esrrb,Insl3,0.537,3.443
Esrrb,Sox6,0.5357,3.433
Esrrb,Zyx,0.5354,3.43
Esrrb,4933436N17Rik,0.5354,3.43
Esrrb,Nog,0.5354,3.43
Esrrb,OTTMUSG00000000169,0.5353,3.43
Esrrb,Olfr1329,0.5352,3.429
Esrrb,Lats2,0.5348,3.426
Esrrb,Mlc1,0.5328,3.41
Esrrb,Gm1604,0.5326,3.408
Esrrb,Pik3ap1,0.5325,3.408
Esrrb,LOC433080,0.5316,3.4
Esrrb,Sgms2,0.5314,3.399
Esrrb,Ccdc142,0.5309,3.395
Esrrb,Rasgrf2,0.5306,3.393
Esrrb,Prss12,0.5303,3.39
Esrrb,Tmem140,0.5301,3.389
Esrrb,Olfr223,0.53,3.388
Esrrb,Igf2,0.5298,3.386
Esrrb,LOC621954,0.5297,3.386
Esrrb,Treml2,0.5295,3.384
Esrrb,3110001A13Rik,0.5284,3.375
Esrrb,LOC629091,0.5279,3.372
Esrrb,Sorbs3,0.5278,3.371
Esrrb,Prdm11,0.527,3.365
Esrrb,Bcl2l15,0.5263,3.359
Esrrb,BC026513,0.5255,3.353
Esrrb,Cpeb2,0.5253,3.351
Esrrb,Nrk,0.5246,3.346
Esrrb,1700084C01Rik,0.5239,3.341
Esrrb,Npy6r,0.5235,3.338
Esrrb,Kera,0.5233,3.336
Esrrb,Cyp11b1,0.5232,3.335
Esrrb,Hoxd12,0.5232,3.335
Esrrb,Arhgap10,0.5227,3.331
Esrrb,Serpinb9d,0.5226,3.331
Esrrb,Csn3,0.5223,3.328
Esrrb,EG626454,0.522,3.326
Esrrb,2010106C02Rik,0.5212,3.32
Esrrb,OTTMUSG00000005523,0.5208,3.317
Esrrb,LOC639658,0.52,3.311
Esrrb,OTTMUSG00000017677,0.5199,3.31
Esrrb,Slc9a2,0.5186,3.3
Esrrb,Mpp4,0.5184,3.299
Esrrb,Cacna1i,0.5184,3.299
Esrrb,Egfr,0.5183,3.298
Esrrb,Pdzrn4,0.5183,3.298
Esrrb,4930563F08Rik,0.5183,3.298
Esrrb,Hoxc6,0.5183,3.298
Esrrb,A530023O14Rik,0.518,3.296
Esrrb,Ptpn13,0.5168,3.287
Esrrb,E030010N08Rik,0.5164,3.283
Esrrb,1700026H06Rik,0.5163,3.283
Esrrb,4930592C13Rik,0.5152,3.274
Esrrb,Pou3f4,0.515,3.273
Esrrb,A230098N10Rik,0.5145,3.269
Esrrb,Slc18a1,0.5139,3.265
Esrrb,Rnf157,0.5139,3.265
Esrrb,Sdk1,0.5135,3.262
Esrrb,Tnc,0.5135,3.262
Esrrb,4933424L07Rik,0.5128,3.256
Esrrb,Bfsp2,0.5128,3.256
Esrrb,Gpr177,0.5123,3.253
Esrrb,Slc5a5,0.5123,3.253
Esrrb,Krt2-ps1,0.5117,3.248
Esrrb,EG434249,0.5109,3.242
Esrrb,Podn,0.5107,3.241
Esrrb,Pcdha11,0.5102,3.237
Esrrb,4930546K05Rik,0.5101,3.236
Esrrb,Tlr4,0.5101,3.236
Esrrb,Pou3f2,0.5099,3.235
Esrrb,E030018B13Rik,0.5091,3.229
Esrrb,4930488B22Rik,0.5082,3.222
Esrrb,Serpinh1,0.5082,3.222
Esrrb,H2-M10.3,0.5076,3.218
Esrrb,Pdgfb,0.5073,3.215
Esrrb,A230066D03Rik,0.5067,3.211
Esrrb,Cldn4,0.5066,3.21
Esrrb,OTTMUSG00000012686,0.5064,3.209
Esrrb,LOC434130,0.5063,3.208
Esrrb,4930452G13Rik,0.5056,3.203
Esrrb,Cxcr5,0.5055,3.202
Esrrb,Igfbp1,0.5051,3.199
Esrrb,Irgb10,0.5042,3.193
Esrrb,Prb1,0.5041,3.192
Esrrb,Pof1b,0.5032,3.185
Esrrb,Stmn4,0.5027,3.181
Esrrb,Ivl,0.5022,3.178
Esrrb,3110099E03Rik,0.5013,3.171
Esrrb,Slc9a5,0.5013,3.171
Esrrb,Atxn1,0.4988,3.153
Esrrb,Klrb1c,0.4986,3.152
Esrrb,Axl,0.4984,3.15
Esrrb,Mal,0.4983,3.149
Esrrb,A930025A13Rik,0.4976,3.144
Esrrb,A430107O13Rik,0.4975,3.144
Esrrb,E230015J15Rik,0.4975,3.144
Esrrb,1700030M09Rik,0.4974,3.143
Esrrb,D730045A05Rik,0.4974,3.143
Esrrb,Xylt1,0.4969,3.139
Esrrb,Igf2as,0.4969,3.139
Esrrb,Oaz3,0.4968,3.139
Esrrb,AB124611,0.4966,3.137
Esrrb,4930593A02Rik,0.4962,3.134
Esrrb,Svs5,0.4958,3.131
Esrrb,LOC433490,0.4958,3.131
Esrrb,Gjb2,0.4954,3.128
Esrrb,LOC384967,0.4951,3.126
Esrrb,Pdzd2,0.495,3.126
Esrrb,LOC436116,0.4948,3.124
Esrrb,Matn4,0.4947,3.123
Esrrb,Trim15,0.4942,3.12
Esrrb,C1qtnf5,0.4937,3.116
Esrrb,Sct,0.4935,3.115
Esrrb,Kctd14,0.4934,3.114
Esrrb,Lama4,0.4934,3.114
Esrrb,2010109I03Rik,0.4928,3.11
Esrrb,Kb17p,0.4926,3.108
Esrrb,Hivep2,0.4925,3.108
Esrrb,Hoxb8,0.4921,3.105
Esrrb,OTTMUSG00000001969,0.4921,3.105
Esrrb,Ankrd1,0.4918,3.103
Esrrb,C630035N08Rik,0.4914,3.1
Esrrb,Speg,0.4913,3.099
Esrrb,Sftpc,0.4911,3.098
Esrrb,Hspa1a,0.491,3.097
Esrrb,A130050O07Rik,0.4905,3.093
Esrrb,LOC619941,0.4903,3.092
Esrrb,Ccdc147,0.4898,3.088
Esrrb,Rnf128,0.4897,3.088
Esrrb,Tmcc3,0.4894,3.086
Esrrb,Gpr84,0.4893,3.085
Esrrb,Defcr25,0.489,3.083
Esrrb,LOC73980,0.4881,3.076
Esrrb,Myh8,0.4876,3.073
Esrrb,Fgfbp1,0.4869,3.068
Esrrb,ENSMUSG00000075418,0.4868,3.067
Esrrb,Fras1,0.4865,3.065
Esrrb,Fxyd1,0.4861,3.062
Esrrb,4933432K03Rik,0.486,3.061
Esrrb,E030013I19Rik,0.4857,3.059
Esrrb,2700054A10Rik,0.4857,3.059
Esrrb,9530019H20Rik,0.4855,3.058
Esrrb,Prnd,0.4854,3.057
Esrrb,Speer4d,0.4852,3.056
Esrrb,4930447I22Rik,0.4849,3.054
Esrrb,2610035F20Rik,0.4832,3.042
Esrrb,Gm1592,0.4831,3.041
Esrrb,4930401A09Rik,0.4829,3.04
Esrrb,Clec4f,0.4822,3.035
Esrrb,Serpinb9,0.4821,3.034
Esrrb,Mafk,0.4818,3.032
Esrrb,Cd5l,0.4813,3.029
Esrrb,Scn5a,0.4812,3.028
Esrrb,EG433023,0.4806,3.024
Esrrb,Chdh,0.4804,3.022
Esrrb,Krt20,0.4803,3.022
Esrrb,Rgs6,0.4798,3.018
Esrrb,LOC673458,0.4798,3.018
Esrrb,ENSMUSG00000072840,0.4798,3.018
Esrrb,Prss32,0.4797,3.017
Esrrb,Tpi-rs5,0.4789,3.012
Esrrb,Sh3rf2,0.4788,3.011
Esrrb,A730082K24Rik,0.4773,3.001
Esrrb,Tbx15,0.4767,2.997
Esrrb,Myl9,0.4766,2.996
Esrrb,1700012B09Rik,0.4766,2.996
Esrrb,Lrrc8c,0.4762,2.993
Esrrb,LOC621487,0.4759,2.991
Esrrb,Fyb,0.4758,2.99
Esrrb,EG667931,0.4757,2.99
Esrrb,Gm518,0.4754,2.988
Esrrb,4833427G06Rik,0.4754,2.988
Esrrb,Wnt7a,0.4751,2.986
Esrrb,Bmp1,0.4749,2.984
Esrrb,4931403M11Rik,0.4748,2.984
Esrrb,Itga10,0.4747,2.983
Esrrb,EG237433,0.4747,2.983
Esrrb,Spo11,0.4746,2.982
Esrrb,Dub1,0.4746,2.982
Esrrb,1700108N11Rik,0.4745,2.981
Esrrb,4930579D09Rik,0.4741,2.979
Esrrb,Htr1d,0.474,2.978
Esrrb,Tgfb1i1,0.4735,2.975
Esrrb,Phldb2,0.4735,2.975
Esrrb,Map3k8,0.4725,2.968
Esrrb,LOC627171,0.4723,2.966
Esrrb,Sash3,0.4717,2.962
Esrrb,5033430I15Rik,0.4714,2.96
Esrrb,LOC674859,0.4714,2.96
Esrrb,Cav1,0.4713,2.96
Esrrb,Ier5,0.4709,2.957
Esrrb,Tcp10c,0.4708,2.956
Esrrb,D830026I12Rik,0.4707,2.955
Esrrb,Foxl2,0.4702,2.952
Esrrb,Chrdl1,0.4699,2.95
Esrrb,9130410C08Rik,0.4692,2.945
Esrrb,Scd4,0.4687,2.942
Esrrb,4932415M13Rik,0.4683,2.939
Esrrb,5830403F22Rik,0.4676,2.934
Esrrb,1700019J19Rik,0.4676,2.934
Esrrb,RP23-438H3.2,0.4672,2.932
Esrrb,Xist,0.4664,2.926
Esrrb,BC016579,0.4663,2.926
Esrrb,RP23-394O9.3,0.4662,2.925
Esrrb,1300014I06Rik,0.4657,2.922
Esrrb,LOC434291,0.4652,2.918
Esrrb,Pea15a,0.4645,2.914
Esrrb,Ankk1,0.4624,2.9
Esrrb,EG628056,0.4623,2.899
Esrrb,Tph2,0.4622,2.898
Esrrb,Wfikkn1,0.462,2.897
Esrrb,Spty2d1,0.4616,2.894
Esrrb,Gm830,0.4612,2.892
Esrrb,Prrg4,0.4612,2.892
Esrrb,Col4a2,0.4611,2.891
Esrrb,LOC244595,0.461,2.89
Esrrb,6330417G02Rik,0.4607,2.888
Esrrb,Lta,0.4603,2.886
Esrrb,4933412O06Rik,0.46,2.884
Esrrb,1700080E11Rik,0.4595,2.88
Esrrb,F630111L10Rik,0.4591,2.878
Esrrb,LOC627672,0.4585,2.874
Esrrb,Prnp,0.458,2.87
Esrrb,E030049G20Rik,0.4575,2.867
Esrrb,Cysltr1,0.4575,2.867
Esrrb,Klra8,0.4574,2.866
Esrrb,EG666400,0.457,2.864
Esrrb,Kif1a,0.4568,2.862
Esrrb,Tnfrsf11a,0.4567,2.862
Esrrb,E030018N11Rik,0.4561,2.858
Esrrb,Tpm2,0.4557,2.855
Esrrb,Dcpp1,0.4553,2.852
Esrrb,Lpp,0.4552,2.852
Esrrb,Gpr62,0.455,2.851
Esrrb,Wnt10b,0.4549,2.85
Esrrb,LOC385201,0.4549,2.85
Esrrb,9330162012Rik,0.4549,2.85
Esrrb,LOC639852,0.4545,2.847
Esrrb,LOC100040223,0.4542,2.845
Esrrb,Hmgb4,0.4539,2.843
Esrrb,Bcl2l1,0.4536,2.841
Esrrb,Psap,0.4535,2.841
Esrrb,B130065L01,0.4534,2.84
Esrrb,Npnt,0.4531,2.838
Esrrb,Efcab5,0.4529,2.837
Esrrb,Usp20,0.4529,2.837
Esrrb,Ankrd52,0.4529,2.837
Esrrb,LOC670948,0.4528,2.836
Esrrb,Ifnz,0.4527,2.835
Esrrb,LOC433255,0.4525,2.834
Esrrb,Dmkn,0.4523,2.833
Esrrb,Adamts3,0.4523,2.833
Esrrb,Mafb,0.4523,2.833
Esrrb,Pcdha12,0.4523,2.833
Esrrb,Arhgef5,0.4521,2.832
Esrrb,BC048644,0.4518,2.83
Esrrb,Irs3,0.4517,2.829
Esrrb,S100b,0.4514,2.827
Esrrb,OTTMUSG00000000990,0.4514,2.827
Esrrb,A730013G03Rik,0.4513,2.826
Esrrb,Fut1,0.4512,2.826
Esrrb,Ncf1,0.4511,2.825
Esrrb,Mpo,0.4505,2.821
Esrrb,EG384593,0.4505,2.821
Esrrb,Fgd3,0.4503,2.82
Esrrb,Fgb,0.4502,2.819
Esrrb,4930538K18Rik,0.4497,2.816
Esrrb,LOC670795,0.4493,2.813
Esrrb,Cdx2,0.4489,2.811
Esrrb,B530045E10Rik,0.4482,2.806
Esrrb,Inadl,0.448,2.805
Esrrb,Strm,0.448,2.805
Esrrb,Actg1,0.4479,2.804
Esrrb,Tex23,0.4477,2.803
Esrrb,Znrf4,0.4476,2.802
Esrrb,Mknk2,0.4472,2.8
Esrrb,Phlda3,0.4467,2.797
Esrrb,EG330549,0.4466,2.796
Esrrb,D730001M18Rik,0.4463,2.794
Esrrb,Vpreb2,0.4459,2.791
Esrrb,Irf2,0.4457,2.79
Esrrb,Hes7,0.4455,2.789
Esrrb,Fhad1,0.4453,2.788
Esrrb,A830052D11Rik,0.4451,2.786
Esrrb,A430057M04Rik,0.4448,2.784
Esrrb,Crim1,0.4447,2.784
Esrrb,Amotl2,0.4445,2.782
Esrrb,Grm2,0.4444,2.782
Esrrb,Peg3,0.4444,2.782
Esrrb,1700028P14Rik,0.4442,2.78
Esrrb,Col4a1,0.444,2.779
Esrrb,Sema6a,0.4436,2.777
Esrrb,Dlx2,0.4436,2.777
Esrrb,Ptpn21,0.4435,2.776
Esrrb,OTTMUSG00000007209,0.4434,2.775
Esrrb,D430020J02Rik,0.4427,2.771
Esrrb,EG624619,0.4426,2.77
Esrrb,Pck1,0.4425,2.77
Esrrb,Nfix,0.4425,2.77
Esrrb,Slc35e4,0.4416,2.764
Esrrb,Cyp17a1,0.4416,2.764
Esrrb,LOC665635,0.4416,2.764
Esrrb,Gdf11,0.4413,2.762
Esrrb,Nudt18,0.4412,2.761
Esrrb,Soat1,0.4412,2.761
Esrrb,E230013L22Rik,0.4404,2.756
Esrrb,EG625464,0.4402,2.755
Esrrb,Specc1,0.4402,2.755
Esrrb,4930556J02Rik,0.44,2.754
Esrrb,Gm711,0.4399,2.753
Esrrb,BC052484,0.4398,2.752
Esrrb,1110006G14Rik,0.4397,2.752
Esrrb,Lhx3,0.4396,2.751
Esrrb,Palmd,0.4393,2.749
Esrrb,Flnb,0.4389,2.747
Esrrb,Rassf8,0.4388,2.746
Esrrb,Egr2,0.4385,2.744
Esrrb,1700041A01Rik,0.4385,2.744
Esrrb,4930467E23Rik,0.4384,2.744
Esrrb,Irx5,0.4382,2.742
Esrrb,C230012O17Rik,0.4379,2.74
Esrrb,C430049B03Rik,0.4379,2.74
Esrrb,6330500D04Rik,0.4377,2.739
Esrrb,LOC235279,0.4374,2.737
Esrrb,A330049N07Rik,0.4373,2.737
Esrrb,C78984,0.4371,2.735
Esrrb,Vmn2r43,0.4371,2.735
Esrrb,Wnt2b,0.4364,2.731
Esrrb,Slc22a4,0.4364,2.731
Esrrb,Mdm2,0.4364,2.731
Esrrb,Gm1616,0.4358,2.727
Esrrb,Rasgef1a,0.4355,2.725
Esrrb,Zfp703,0.4353,2.724
Esrrb,Stap1,0.4352,2.723
Esrrb,Ccdc37,0.435,2.722
Esrrb,Dusp10,0.4342,2.717
Esrrb,Car4,0.4341,2.717
Esrrb,Fcrlb,0.4339,2.715
Esrrb,Cxcl16,0.4334,2.712
Esrrb,LOC384251,0.4334,2.712
Esrrb,Hs6st2,0.4332,2.711
